dataset,baseline_mean_ms,baseline_std_ms,proposal_mean_ms,proposal_std_ms,speedup_baseline_over_proposal
qm9_hf,29.592795150044065,0.16478207315168972,48.499889221663274,0.28805515628932343,0.6101621184080139
